Item1,Item2.Item1.Item1,Item2.Item1.Item2.Value.IsInvalid,Item2.Item1.Item2.Value.ElementType,Item2.Item1.Item2.Value.Size.Width,Item2.Item1.Item2.Value.Size.Height,Item2.Item1.Item2.Value.Rows,Item2.Item1.Item2.Value.Cols,Item2.Item1.Item2.Value.Step,Item2.Item1.Item2.Value.Depth,Item2.Item1.Item2.Value.Channels,Item2.Item1.Item2.Value.ElementSize,Item2.Item1.Item2.Value.Data,Item2.Item1.Item2.Value.IsClosed,Item2.Item1.Item2.Timestamp,Item2.Item2
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622561696,False,2023-08-28T14:23:57.8132224+02:00,8856
Lick2,True,False,6,10,3,3,10,80,F64,1,8,622561696,False,2023-08-28T14:23:57.8132224+02:00,8856
Lick1,True,False,6,10,3,3,10,80,F64,1,8,623842096,False,2023-08-28T14:23:57.9139328+02:00,8857
Lick2,True,False,6,10,3,3,10,80,F64,1,8,623842096,False,2023-08-28T14:23:57.9139328+02:00,8857
Lick2,True,False,6,10,3,3,10,80,F64,1,8,621294800,False,2023-08-28T14:23:58.3152512+02:00,8861
Lick1,True,False,6,10,3,3,10,80,F64,1,8,621294800,False,2023-08-28T14:23:58.3152512+02:00,8861
Lick2,True,False,6,10,3,3,10,80,F64,1,8,623097504,False,2023-08-28T14:23:58.5172736+02:00,8863
Lick1,True,False,6,10,3,3,10,80,F64,1,8,623097504,False,2023-08-28T14:23:58.5172736+02:00,8863
Lick1,True,False,6,10,3,3,10,80,F64,1,8,624146192,False,2023-08-28T14:24:00.6180480+02:00,8884
Lick2,True,False,6,10,3,3,10,80,F64,1,8,624146192,False,2023-08-28T14:24:00.6180480+02:00,8884
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622994496,False,2023-08-28T14:24:01.0193280+02:00,8888
Lick1,True,False,6,10,3,3,10,80,F64,1,8,621289776,False,2023-08-28T14:24:01.5123456+02:00,8893
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622359376,False,2023-08-28T14:24:01.9144448+02:00,8897
Lick1,True,False,6,10,3,3,10,80,F64,1,8,621730896,False,2023-08-28T14:24:02.2151552+02:00,8900
Lick2,True,False,6,10,3,3,10,80,F64,1,8,621730896,False,2023-08-28T14:24:02.2151552+02:00,8900
Lick1,True,False,6,10,3,3,10,80,F64,1,8,564849856,False,2023-08-28T14:24:02.3167616+02:00,8901
Lick1,True,False,6,10,3,3,10,80,F64,1,8,623354992,False,2023-08-28T14:24:02.4168448+02:00,8902
Lick2,True,False,6,10,3,3,10,80,F64,1,8,623354992,False,2023-08-28T14:24:02.4168448+02:00,8902
Lick2,True,False,6,10,3,3,10,80,F64,1,8,621294800,False,2023-08-28T14:24:02.6181376+02:00,8904
Lick1,True,False,6,10,3,3,10,80,F64,1,8,621294800,False,2023-08-28T14:24:02.6181376+02:00,8904
Lick1,True,False,6,10,3,3,10,80,F64,1,8,623810400,False,2023-08-28T14:24:03.8135040+02:00,8916
Lick1,True,False,6,10,3,3,10,80,F64,1,8,624571504,False,2023-08-28T14:24:09.2222208+02:00,8970
Lick1,True,False,6,10,3,3,10,80,F64,1,8,620030528,False,2023-08-28T14:24:13.5153792+02:00,9013
pump1_on,True,False,6,10,3,3,10,80,F64,1,8,622563216,False,2023-08-28T14:24:15.4207744+02:00,9032
Lick1,True,False,6,10,3,3,10,80,F64,1,8,618481120,False,2023-08-28T14:24:17.2167424+02:00,9050
pump1_off,True,False,6,10,3,3,10,80,F64,1,8,623811008,False,2023-08-28T14:24:17.4175488+02:00,9052
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622611184,False,2023-08-28T14:24:17.8182528+02:00,9056
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622898864,False,2023-08-28T14:24:18.2194816+02:00,9060
Lick1,True,False,6,10,3,3,10,80,F64,1,8,623841792,False,2023-08-28T14:24:18.6201088+02:00,9064
Lick2,True,False,6,10,3,3,10,80,F64,1,8,623841792,False,2023-08-28T14:24:18.6201088+02:00,9064
Lick1,True,False,6,10,3,3,10,80,F64,1,8,619775408,False,2023-08-28T14:24:19.1214592+02:00,9069
Lick2,True,False,6,10,3,3,10,80,F64,1,8,619775408,False,2023-08-28T14:24:19.1214592+02:00,9069
Lick1,True,False,6,10,3,3,10,80,F64,1,8,620576240,False,2023-08-28T14:24:23.8264320+02:00,9116
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622391184,False,2023-08-28T14:24:24.1267968+02:00,9119
Lick2,True,False,6,10,3,3,10,80,F64,1,8,621288864,False,2023-08-28T14:24:24.3275904+02:00,9121
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622482592,False,2023-08-28T14:24:24.5201920+02:00,9123
Lick2,True,False,6,10,3,3,10,80,F64,1,8,622482592,False,2023-08-28T14:24:24.5201920+02:00,9123
Lick1,True,False,6,10,3,3,10,80,F64,1,8,625078992,False,2023-08-28T14:24:24.6203648+02:00,9124
Lick1,True,False,6,10,3,3,10,80,F64,1,8,619264112,False,2023-08-28T14:24:24.9213824+02:00,9127
Lick1,True,False,6,10,3,3,10,80,F64,1,8,624073664,False,2023-08-28T14:24:34.2232448+02:00,9220
Lick1,True,False,6,10,3,3,10,80,F64,1,8,623810096,False,2023-08-28T14:24:35.8274944+02:00,9236
pump2_on,True,False,6,10,3,3,10,80,F64,1,8,619288432,False,2023-08-28T14:24:45.1305472+02:00,9329
pump2_off,True,False,6,10,3,3,10,80,F64,1,8,622391488,False,2023-08-28T14:24:47.2323456+02:00,9350
Lick2,True,False,6,10,3,3,10,80,F64,1,8,620962400,False,2023-08-28T14:24:47.5338752+02:00,9353
Lick1,True,False,6,10,3,3,10,80,F64,1,8,624571808,False,2023-08-28T14:24:50.8389248+02:00,9386
Lick2,True,False,6,10,3,3,10,80,F64,1,8,623844528,False,2023-08-28T14:24:52.4397824+02:00,9402
Lick1,True,False,6,10,3,3,10,80,F64,1,8,621059856,False,2023-08-28T14:24:52.5403392+02:00,9403
Lick2,True,False,6,10,3,3,10,80,F64,1,8,623994720,False,2023-08-28T14:24:52.7335424+02:00,9405
Lick1,True,False,6,10,3,3,10,80,F64,1,8,13058944,False,2023-08-28T14:24:52.8331648+02:00,9406
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622611184,False,2023-08-28T14:24:52.9335296+02:00,9407
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622347040,False,2023-08-28T14:24:53.1344256+02:00,9409
Lick2,True,False,6,10,3,3,10,80,F64,1,8,622347040,False,2023-08-28T14:24:53.1344256+02:00,9409
Lick1,True,False,6,10,3,3,10,80,F64,1,8,621276272,False,2023-08-28T14:24:54.3407232+02:00,9421
Lick2,True,False,6,10,3,3,10,80,F64,1,8,621276272,False,2023-08-28T14:24:54.3407232+02:00,9421
Lick2,True,False,6,10,3,3,10,80,F64,1,8,623047552,False,2023-08-28T14:25:00.0345728+02:00,9478
Lick2,True,False,6,10,3,3,10,80,F64,1,8,624576528,False,2023-08-28T14:25:11.8400896+02:00,9596
pump2_on,True,False,6,10,3,3,10,80,F64,1,8,625060928,False,2023-08-28T14:25:13.1483392+02:00,9609
pump2_off,True,False,6,10,3,3,10,80,F64,1,8,621280992,False,2023-08-28T14:25:15.1498624+02:00,9629
Lick1,True,False,6,10,3,3,10,80,F64,1,8,625082640,False,2023-08-28T14:25:22.4449408+02:00,9702
Lick1,True,False,6,10,3,3,10,80,F64,1,8,621282208,False,2023-08-28T14:25:23.5521664+02:00,9713
Lick1,True,False,6,10,3,3,10,80,F64,1,8,621288864,False,2023-08-28T14:25:35.5515008+02:00,9833
Lick1,True,False,6,10,3,3,10,80,F64,1,8,619595168,False,2023-08-28T14:25:35.8535808+02:00,9836
Lick1,True,False,6,10,3,3,10,80,F64,1,8,623843920,False,2023-08-28T14:25:36.0551296+02:00,9838
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622561392,False,2023-08-28T14:25:36.2564224+02:00,9840
Lick1,True,False,6,10,3,3,10,80,F64,1,8,620029920,False,2023-08-28T14:25:36.5590528+02:00,9843
Lick2,True,False,6,10,3,3,10,80,F64,1,8,620029920,False,2023-08-28T14:25:36.5590528+02:00,9843
Lick1,True,False,6,10,3,3,10,80,F64,1,8,621295104,False,2023-08-28T14:25:36.6500864+02:00,9844
Lick2,True,False,6,10,3,3,10,80,F64,1,8,619444448,False,2023-08-28T14:25:36.7507840+02:00,9845
Lick1,True,False,6,10,3,3,10,80,F64,1,8,619444448,False,2023-08-28T14:25:36.7507840+02:00,9845
Lick2,True,False,6,10,3,3,10,80,F64,1,8,619444448,False,2023-08-28T14:25:36.7507840+02:00,9845
Lick2,True,False,6,10,3,3,10,80,F64,1,8,565112912,False,2023-08-28T14:25:36.9518336+02:00,9847
Lick1,True,False,6,10,3,3,10,80,F64,1,8,565112912,False,2023-08-28T14:25:36.9518336+02:00,9847
Lick1,True,False,6,10,3,3,10,80,F64,1,8,623788976,False,2023-08-28T14:25:37.2522240+02:00,9850
Lick2,True,False,6,10,3,3,10,80,F64,1,8,623788976,False,2023-08-28T14:25:37.2522240+02:00,9850
Lick2,True,False,6,10,3,3,10,80,F64,1,8,619055776,False,2023-08-28T14:25:37.3525248+02:00,9851
Lick1,True,False,6,10,3,3,10,80,F64,1,8,623993200,False,2023-08-28T14:25:37.4540160+02:00,9852
Lick1,True,False,6,10,3,3,10,80,F64,1,8,623993200,False,2023-08-28T14:25:37.4540160+02:00,9852
Lick2,True,False,6,10,3,3,10,80,F64,1,8,623993200,False,2023-08-28T14:25:37.4540160+02:00,9852
Lick2,True,False,6,10,3,3,10,80,F64,1,8,622361504,False,2023-08-28T14:25:37.6546944+02:00,9854
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622361504,False,2023-08-28T14:25:37.6546944+02:00,9854
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622361504,False,2023-08-28T14:25:37.6546944+02:00,9854
Lick1,True,False,6,10,3,3,10,80,F64,1,8,460735776,False,2023-08-28T14:25:37.8564480+02:00,9856
Lick2,True,False,6,10,3,3,10,80,F64,1,8,460735776,False,2023-08-28T14:25:37.8564480+02:00,9856
pump1_on,True,False,6,10,3,3,10,80,F64,1,8,623835696,False,2023-08-28T14:25:38.4509440+02:00,9862
Lick2,True,False,6,10,3,3,10,80,F64,1,8,564851376,False,2023-08-28T14:25:38.8540544+02:00,9866
Lick1,True,False,6,10,3,3,10,80,F64,1,8,564851376,False,2023-08-28T14:25:38.8540544+02:00,9866
Lick2,True,False,6,10,3,3,10,80,F64,1,8,625054288,False,2023-08-28T14:25:39.3574400+02:00,9871
Lick1,True,False,6,10,3,3,10,80,F64,1,8,625054288,False,2023-08-28T14:25:39.3574400+02:00,9871
Lick1,True,False,6,10,3,3,10,80,F64,1,8,623097200,False,2023-08-28T14:25:39.7514624+02:00,9875
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622891104,False,2023-08-28T14:25:39.9528960+02:00,9877
Lick1,True,False,6,10,3,3,10,80,F64,1,8,623357728,False,2023-08-28T14:25:40.0537728+02:00,9878
Lick1,True,False,6,10,3,3,10,80,F64,1,8,620954480,False,2023-08-28T14:25:40.2558080+02:00,9880
pump1_off,True,False,6,10,3,3,10,80,F64,1,8,620191216,False,2023-08-28T14:25:40.4577280+02:00,9882
Lick1,True,False,6,10,3,3,10,80,F64,1,8,624571808,False,2023-08-28T14:25:41.3535104+02:00,9891
Lick2,True,False,6,10,3,3,10,80,F64,1,8,624571808,False,2023-08-28T14:25:41.3535104+02:00,9891
Lick2,True,False,6,10,3,3,10,80,F64,1,8,619774800,False,2023-08-28T14:25:41.5539328+02:00,9893
Lick1,True,False,6,10,3,3,10,80,F64,1,8,619774800,False,2023-08-28T14:25:41.5539328+02:00,9893
Lick1,True,False,6,10,3,3,10,80,F64,1,8,619265024,False,2023-08-28T14:25:41.8567040+02:00,9896
Lick1,True,False,6,10,3,3,10,80,F64,1,8,624144672,False,2023-08-28T14:25:42.1582720+02:00,9899
Lick1,True,False,6,10,3,3,10,80,F64,1,8,620031136,False,2023-08-28T14:25:42.3600512+02:00,9901
Lick2,True,False,6,10,3,3,10,80,F64,1,8,621280688,False,2023-08-28T14:25:42.4607744+02:00,9902
Lick1,True,False,6,10,3,3,10,80,F64,1,8,621280688,False,2023-08-28T14:25:42.7533824+02:00,9905
Lick1,True,False,6,10,3,3,10,80,F64,1,8,619610976,False,2023-08-28T14:25:46.1634176+02:00,9939
Lick2,True,False,6,10,3,3,10,80,F64,1,8,619610976,False,2023-08-28T14:25:46.1634176+02:00,9939
Lick2,True,False,6,10,3,3,10,80,F64,1,8,623995328,False,2023-08-28T14:25:46.3544448+02:00,9941
Lick1,True,False,6,10,3,3,10,80,F64,1,8,623995328,False,2023-08-28T14:25:46.3544448+02:00,9941
Lick1,True,False,6,10,3,3,10,80,F64,1,8,13058640,False,2023-08-28T14:25:46.4545792+02:00,9942
Lick1,True,False,6,10,3,3,10,80,F64,1,8,621728768,False,2023-08-28T14:25:46.5552256+02:00,9943
Lick1,True,False,6,10,3,3,10,80,F64,1,8,620956608,False,2023-08-28T14:25:46.7555200+02:00,9945
Lick2,True,False,6,10,3,3,10,80,F64,1,8,623357424,False,2023-08-28T14:25:46.8558080+02:00,9946
Lick1,True,False,6,10,3,3,10,80,F64,1,8,619608544,False,2023-08-28T14:25:49.6633856+02:00,9974
Lick1,True,False,6,10,3,3,10,80,F64,1,8,621502416,False,2023-08-28T14:25:49.7634560+02:00,9975
Lick1,True,False,6,10,3,3,10,80,F64,1,8,620953568,False,2023-08-28T14:25:49.8636672+02:00,9976
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622893840,False,2023-08-28T14:25:49.9637376+02:00,9977
Lick2,True,False,6,10,3,3,10,80,F64,1,8,624071840,False,2023-08-28T14:25:50.2569728+02:00,9980
Lick1,True,False,6,10,3,3,10,80,F64,1,8,624071840,False,2023-08-28T14:25:50.2569728+02:00,9980
Lick2,True,False,6,10,3,3,10,80,F64,1,8,624072752,False,2023-08-28T14:25:52.8643584+02:00,10006
Lick1,True,False,6,10,3,3,10,80,F64,1,8,624072752,False,2023-08-28T14:25:52.8643584+02:00,10006
Lick1,True,False,6,10,3,3,10,80,F64,1,8,623991680,False,2023-08-28T14:25:53.0563840+02:00,10008
Lick2,True,False,6,10,3,3,10,80,F64,1,8,623991680,False,2023-08-28T14:25:53.0563840+02:00,10008
Lick1,True,False,6,10,3,3,10,80,F64,1,8,564850160,False,2023-08-28T14:25:57.3665664+02:00,10051
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622485328,False,2023-08-28T14:25:57.4676992+02:00,10052
Lick2,True,False,6,10,3,3,10,80,F64,1,8,622485328,False,2023-08-28T14:25:57.4676992+02:00,10052
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622484720,False,2023-08-28T14:25:57.5679872+02:00,10053
Lick2,True,False,6,10,3,3,10,80,F64,1,8,624111232,False,2023-08-28T14:25:57.6592768+02:00,10054
Lick2,True,False,6,10,3,3,10,80,F64,1,8,624111232,False,2023-08-28T14:25:57.6592768+02:00,10054
Lick1,True,False,6,10,3,3,10,80,F64,1,8,621032224,False,2023-08-28T14:25:57.7608192+02:00,10055
Lick2,True,False,6,10,3,3,10,80,F64,1,8,623096896,False,2023-08-28T14:25:57.8600704+02:00,10056
Lick2,True,False,6,10,3,3,10,80,F64,1,8,624110016,False,2023-08-28T14:25:58.2623744+02:00,10060
pump1_on,True,False,6,10,3,3,10,80,F64,1,8,619292080,False,2023-08-28T14:25:59.3609344+02:00,10071
pump1_off,True,False,6,10,3,3,10,80,F64,1,8,623063456,False,2023-08-28T14:26:01.3657600+02:00,10091
Lick1,True,False,6,10,3,3,10,80,F64,1,8,619268368,False,2023-08-28T14:26:01.5683840+02:00,10093
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622359680,False,2023-08-28T14:26:03.3619712+02:00,10111
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622666656,False,2023-08-28T14:26:03.6659200+02:00,10114
Lick2,True,False,6,10,3,3,10,80,F64,1,8,624569984,False,2023-08-28T14:26:03.7660288+02:00,10115
Lick1,True,False,6,10,3,3,10,80,F64,1,8,565112608,False,2023-08-28T14:26:04.6709120+02:00,10124
Lick2,True,False,6,10,3,3,10,80,F64,1,8,565112608,False,2023-08-28T14:26:04.6709120+02:00,10124
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622387840,False,2023-08-28T14:26:05.0627328+02:00,10128
Lick2,True,False,6,10,3,3,10,80,F64,1,8,624569072,False,2023-08-28T14:26:08.0700544+02:00,10158
Lick1,True,False,6,10,3,3,10,80,F64,1,8,624569072,False,2023-08-28T14:26:08.0700544+02:00,10158
Lick2,True,False,6,10,3,3,10,80,F64,1,8,625052464,False,2023-08-28T14:26:08.1704320+02:00,10159
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622390880,False,2023-08-28T14:26:08.2710144+02:00,10160
Lick2,True,False,6,10,3,3,10,80,F64,1,8,622560784,False,2023-08-28T14:26:08.3713152+02:00,10161
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622612096,False,2023-08-28T14:26:08.4716800+02:00,10162
Lick2,True,False,6,10,3,3,10,80,F64,1,8,622483504,False,2023-08-28T14:26:08.5721984+02:00,10163
Lick1,True,False,6,10,3,3,10,80,F64,1,8,621215408,False,2023-08-28T14:26:08.7641216+02:00,10165
Lick1,True,False,6,10,3,3,10,80,F64,1,8,625080816,False,2023-08-28T14:26:09.2706048+02:00,10170
Lick2,True,False,6,10,3,3,10,80,F64,1,8,625080816,False,2023-08-28T14:26:09.2706048+02:00,10170
Lick2,True,False,6,10,3,3,10,80,F64,1,8,622612400,False,2023-08-28T14:26:12.8707968+02:00,10206
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622612400,False,2023-08-28T14:26:12.8707968+02:00,10206
Lick1,True,False,6,10,3,3,10,80,F64,1,8,618467440,False,2023-08-28T14:26:16.7719296+02:00,10245
Lick2,True,False,6,10,3,3,10,80,F64,1,8,624143456,False,2023-08-28T14:26:16.9743488+02:00,10247
Lick1,True,False,6,10,3,3,10,80,F64,1,8,618472304,False,2023-08-28T14:26:17.1737344+02:00,10249
Lick2,True,False,6,10,3,3,10,80,F64,1,8,622892624,False,2023-08-28T14:26:17.3750528+02:00,10251
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622897952,False,2023-08-28T14:26:17.4758784+02:00,10252
Lick1,True,False,6,10,3,3,10,80,F64,1,8,624574400,False,2023-08-28T14:26:18.2718336+02:00,10260
Lick1,True,False,6,10,3,3,10,80,F64,1,8,621277184,False,2023-08-28T14:26:18.7752832+02:00,10265
Lick1,True,False,6,10,3,3,10,80,F64,1,8,623355904,False,2023-08-28T14:26:19.6712064+02:00,10274
Lick1,True,False,6,10,3,3,10,80,F64,1,8,621502416,False,2023-08-28T14:26:20.2731648+02:00,10280
Lick1,True,False,6,10,3,3,10,80,F64,1,8,460736080,False,2023-08-28T14:26:20.4738560+02:00,10282
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622891712,False,2023-08-28T14:26:20.6737408+02:00,10284
Lick2,True,False,6,10,3,3,10,80,F64,1,8,622390576,False,2023-08-28T14:26:20.7751168+02:00,10285
Lick1,True,False,6,10,3,3,10,80,F64,1,8,618468352,False,2023-08-28T14:26:20.8757632+02:00,10286
Lick1,True,False,6,10,3,3,10,80,F64,1,8,620951504,False,2023-08-28T14:26:21.0769280+02:00,10288
Lick1,True,False,6,10,3,3,10,80,F64,1,8,621282208,False,2023-08-28T14:26:21.2695040+02:00,10290
Lick1,True,False,6,10,3,3,10,80,F64,1,8,460734864,False,2023-08-28T14:26:21.5719296+02:00,10293
Lick1,True,False,6,10,3,3,10,80,F64,1,8,13058640,False,2023-08-28T14:26:21.7740032+02:00,10295
Lick1,True,False,6,10,3,3,10,80,F64,1,8,625050640,False,2023-08-28T14:26:22.4779520+02:00,10302
pump1_on,True,False,6,10,3,3,10,80,F64,1,8,624570896,False,2023-08-28T14:26:23.9752320+02:00,10317
pump1_off,True,False,6,10,3,3,10,80,F64,1,8,622484416,False,2023-08-28T14:26:25.9773952+02:00,10337
Lick1,True,False,6,10,3,3,10,80,F64,1,8,619056992,False,2023-08-28T14:26:26.1787520+02:00,10339
Lick1,True,False,6,10,3,3,10,80,F64,1,8,623844528,False,2023-08-28T14:26:26.4726016+02:00,10342
Lick1,True,False,6,10,3,3,10,80,F64,1,8,621214800,False,2023-08-28T14:26:26.5737344+02:00,10343
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622610272,False,2023-08-28T14:26:26.7744640+02:00,10345
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622610272,False,2023-08-28T14:26:26.7744640+02:00,10345
Lick1,True,False,6,10,3,3,10,80,F64,1,8,475124784,False,2023-08-28T14:26:27.1769088+02:00,10349
Lick1,True,False,6,10,3,3,10,80,F64,1,8,619606720,False,2023-08-28T14:26:27.2776576+02:00,10350
Lick1,True,False,6,10,3,3,10,80,F64,1,8,619056688,False,2023-08-28T14:26:27.5716608+02:00,10353
Lick1,True,False,6,10,3,3,10,80,F64,1,8,621033136,False,2023-08-28T14:26:27.7730688+02:00,10355
Lick1,True,False,6,10,3,3,10,80,F64,1,8,620963312,False,2023-08-28T14:26:27.8738560+02:00,10356
Lick1,True,False,6,10,3,3,10,80,F64,1,8,623878816,False,2023-08-28T14:26:28.9807232+02:00,10367
Lick1,True,False,6,10,3,3,10,80,F64,1,8,621213888,False,2023-08-28T14:26:29.0816640+02:00,10368
Lick2,True,False,6,10,3,3,10,80,F64,1,8,621213888,False,2023-08-28T14:26:29.0816640+02:00,10368
Lick2,True,False,6,10,3,3,10,80,F64,1,8,622611488,False,2023-08-28T14:26:30.7793920+02:00,10385
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622611488,False,2023-08-28T14:26:30.7793920+02:00,10385
Lick1,True,False,6,10,3,3,10,80,F64,1,8,619267456,False,2023-08-28T14:26:32.4789248+02:00,10402
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622128080,False,2023-08-28T14:26:33.1820672+02:00,10409
Lick1,True,False,6,10,3,3,10,80,F64,1,8,623786848,False,2023-08-28T14:26:36.1769856+02:00,10439
Lick1,True,False,6,10,3,3,10,80,F64,1,8,623063760,False,2023-08-28T14:26:40.5829632+02:00,10483
Lick1,True,False,6,10,3,3,10,80,F64,1,8,620187872,False,2023-08-28T14:26:40.9853568+02:00,10487
Lick1,True,False,6,10,3,3,10,80,F64,1,8,620029008,False,2023-08-28T14:26:41.3778944+02:00,10491
Lick1,True,False,6,10,3,3,10,80,F64,1,8,623050592,False,2023-08-28T14:26:41.7804800+02:00,10495
Lick1,True,False,6,10,3,3,10,80,F64,1,8,474799888,False,2023-08-28T14:26:41.9825664+02:00,10497
Lick1,True,False,6,10,3,3,10,80,F64,1,8,623288896,False,2023-08-28T14:26:44.7814016+02:00,10525
Lick1,True,False,6,10,3,3,10,80,F64,1,8,620962704,False,2023-08-28T14:26:44.8828416+02:00,10526
Lick1,True,False,6,10,3,3,10,80,F64,1,8,623358336,False,2023-08-28T14:26:45.0839168+02:00,10528
Lick1,True,False,6,10,3,3,10,80,F64,1,8,460733648,False,2023-08-28T14:26:45.2850048+02:00,10530
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622126560,False,2023-08-28T14:26:46.3823232+02:00,10541
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622483808,False,2023-08-28T14:26:46.5833728+02:00,10543
Lick1,True,False,6,10,3,3,10,80,F64,1,8,619776928,False,2023-08-28T14:26:46.6839040+02:00,10544
Lick1,True,False,6,10,3,3,10,80,F64,1,8,619611888,False,2023-08-28T14:26:47.5878272+02:00,10553
Lick1,True,False,6,10,3,3,10,80,F64,1,8,620575936,False,2023-08-28T14:26:49.8822784+02:00,10576
pump2_on,True,False,6,10,3,3,10,80,F64,1,8,619605200,False,2023-08-28T14:26:49.9824768+02:00,10577
Lick1,True,False,6,10,3,3,10,80,F64,1,8,619777536,False,2023-08-28T14:26:50.4859776+02:00,10582
Lick1,True,False,6,10,3,3,10,80,F64,1,8,623354688,False,2023-08-28T14:26:50.5890304+02:00,10583
Lick1,True,False,6,10,3,3,10,80,F64,1,8,13055600,False,2023-08-28T14:26:50.7889408+02:00,10585
Lick1,True,False,6,10,3,3,10,80,F64,1,8,625082032,False,2023-08-28T14:26:50.9901568+02:00,10587
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622369120,False,2023-08-28T14:26:51.0815744+02:00,10588
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622897648,False,2023-08-28T14:26:51.3850624+02:00,10591
Lick1,True,False,6,10,3,3,10,80,F64,1,8,474801408,False,2023-08-28T14:26:51.6872320+02:00,10594
Lick1,True,False,6,10,3,3,10,80,F64,1,8,621275968,False,2023-08-28T14:26:51.7871104+02:00,10595
pump2_off,True,False,6,10,3,3,10,80,F64,1,8,625058192,False,2023-08-28T14:26:51.9879680+02:00,10597
Lick1,True,False,6,10,3,3,10,80,F64,1,8,625058192,False,2023-08-28T14:26:51.9879680+02:00,10597
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622125040,False,2023-08-28T14:26:52.1883648+02:00,10599
Lick1,True,False,6,10,3,3,10,80,F64,1,8,13057728,False,2023-08-28T14:26:52.3891712+02:00,10601
Lick1,True,False,6,10,3,3,10,80,F64,1,8,623876384,False,2023-08-28T14:26:52.4899840+02:00,10602
Lick1,True,False,6,10,3,3,10,80,F64,1,8,13059248,False,2023-08-28T14:26:52.6903040+02:00,10604
Lick1,True,False,6,10,3,3,10,80,F64,1,8,623844224,False,2023-08-28T14:26:53.1827968+02:00,10609
Lick1,True,False,6,10,3,3,10,80,F64,1,8,620190608,False,2023-08-28T14:27:00.3946752+02:00,10681
Lick1,True,False,6,10,3,3,10,80,F64,1,8,621029792,False,2023-08-28T14:27:04.8874880+02:00,10726
Lick1,True,False,6,10,3,3,10,80,F64,1,8,621214496,False,2023-08-28T14:27:05.3902208+02:00,10731
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622548144,False,2023-08-28T14:27:07.0916992+02:00,10748
Lick1,True,False,6,10,3,3,10,80,F64,1,8,619056992,False,2023-08-28T14:27:07.1921920+02:00,10749
Lick1,True,False,6,10,3,3,10,80,F64,1,8,620191216,False,2023-08-28T14:27:07.2930304+02:00,10750
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622897344,False,2023-08-28T14:27:07.3932032+02:00,10751
Lick1,True,False,6,10,3,3,10,80,F64,1,8,620956912,False,2023-08-28T14:27:07.7950976+02:00,10755
Lick1,True,False,6,10,3,3,10,80,F64,1,8,621599472,False,2023-08-28T14:27:07.8953856+02:00,10756
Lick1,True,False,6,10,3,3,10,80,F64,1,8,620028704,False,2023-08-28T14:27:08.1969280+02:00,10759
Lick1,True,False,6,10,3,3,10,80,F64,1,8,619592432,False,2023-08-28T14:27:09.7980032+02:00,10775
Lick1,True,False,6,10,3,3,10,80,F64,1,8,623843008,False,2023-08-28T14:27:09.9897216+02:00,10777
Lick1,True,False,6,10,3,3,10,80,F64,1,8,619593648,False,2023-08-28T14:27:10.5926912+02:00,10783
Lick1,True,False,6,10,3,3,10,80,F64,1,8,621215712,False,2023-08-28T14:27:10.6931712+02:00,10784
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622611184,False,2023-08-28T14:27:11.0958720+02:00,10788
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622483200,False,2023-08-28T14:27:17.6955904+02:00,10854
Lick1,True,False,6,10,3,3,10,80,F64,1,8,622669392,False,2023-08-28T14:27:17.8960384+02:00,10856
pump1_on,True,False,6,10,3,3,10,80,F64,1,8,622669392,False,2023-08-28T14:27:17.8960384+02:00,10856
